Weather,Time,State
0,1578989849,0
0,1578990397,0
0,1578990449,0
0,1578990997,0
0,1578991050,0
0,1578991597,0
0,1578991649,0
0,1578992197,0
0,1578992249,0
0,1578992797,0
0,1578992849,0
0,1578993397,0
0,1578993449,0
0,1578993997,0
0,1578994050,0
0,1578994597,0
0,1578994649,0
0,1578995197,0
0,1578995249,0
0,1578995797,0
0,1578995849,0
0,1578996397,0
0,1578996449,0
0,1578996997,0
0,1578997049,0
0,1578997597,0
0,1578997649,0
0,1578998197,0
0,1578998249,0
0,1578998797,0
0,1578998849,0
0,1578999397,0
0,1578999449,0
0,1578999997,0
0,1579000052,0
0,1579000597,0
0,1579000649,0
0,1579001197,0
0,1579001249,0
0,1579001797,0
0,1579001849,0
0,1579002397,0
0,1579002449,0
0,1579002997,0
0,1579003049,0
0,1579003597,0
0,1579003649,0
0,1579004197,0
0,1579004249,0
0,1579004797,0
0,1579004854,0
0,1579005397,0
0,1579005449,0
0,1579005997,0
0,1579006049,0
0,1579006597,0
0,1579006650,0
0,1579007197,0
0,1579007249,0
0,1579007797,0
0,1579007849,0
0,1579008397,0
0,1579008450,0
0,1579008997,0
0,1579009049,0
0,1579009597,0
0,1579009649,0
0,1579010197,0
0,1579010249,0
0,1579010797,0
0,1579010849,0
0,1579011397,0
0,1579011449,0
0,1579011997,0
0,1579012049,0
0,1579012597,0
0,1579012649,0
0,1579013197,0
0,1579013249,0
0,1579013797,0
0,1579013850,0
0,1579014397,0
0,1579014449,0
0,1579014853,0
0,1579015111,0
0,1579015711,1
0,1579016311,1
0,1579016911,1
0,1579017511,1
0,1579018111,1
0,1579018711,1
0,1579019311,1
0,1579019911,1
0,1579020511,1
0,1579021111,1
0,1579021711,1
0,1579022311,1
0,1579022911,1
0,1579023510,1
0,1579024111,1
0,1579024711,1
0,1579025311,1
0,1579025911,1
0,1579026511,1
0,1579027111,1
0,1579027711,0
0,1579028311,0
0,1579028911,0
0,1579029511,0
0,1579030111,0
0,1579030711,0
0,1579031311,0
0,1579031911,0
0,1579032511,0
0,1579033110,0
0,1579033711,0
0,1579034311,0
0,1579034911,0
0,1579035511,0
0,1579036111,0
0,1579036711,0
0,1579037315,0
0,1579037911,0
0,1579038511,0
0,1579039111,0
0,1579039711,0
0,1579040310,0
0,1579040915,0
0,1579041511,0
0,1579042111,0
0,1579042711,0
0,1579043311,0
0,1579043911,0
0,1579044511,0
0,1579045111,0
0,1579045711,0
0,1579046311,0
0,1579046911,0
0,1579047511,0
0,1579048111,0
0,1579048710,0
0,1579049311,0
0,1579049911,0
0,1579050511,0
0,1579051111,0
0,1579051711,0
0,1579052311,0
0,1579052911,0
0,1579053515,0
0,1579054111,0
0,1579054711,0
0,1579055311,0
0,1579055911,0
0,1579056511,0
0,1579057115,1
0,1579057711,1
0,1579058311,1
0,1579058911,1
0,1579059511,1
0,1579060111,1
0,1579060711,1
0,1579061311,1
0,1579061911,1
0,1579062511,1
0,1579063110,1
0,1579063711,1
0,1579064311,1
0,1579064746,1
0,1579065344,0
0,1579065944,0
0,1579066544,0
0,1579067144,0
0,1579067744,0
0,1579068344,0
0,1579068944,0
0,1579069544,0
0,1579070144,0
0,1579070744,0
0,1579071345,0
0,1579071944,0
0,1579072544,0
0,1579073144,0
0,1579073744,0
0,1579074344,0
0,1579074944,0
0,1579075544,0
0,1579076144,0
0,1579076744,0
0,1579077344,0
0,1579077944,0
0,1579078548,0
0,1579079144,0
0,1579079744,0
0,1579080344,0
0,1579080944,0
0,1579081544,0
0,1579082144,0
0,1579082744,0
0,1579083344,0
0,1579083944,0
0,1579084544,0
0,1579085144,0
0,1579085744,0
0,1579086344,0
0,1579086948,0
0,1579087544,0
0,1579088144,0
0,1579088744,0
0,1579089344,0
0,1579089944,0
0,1579090544,0
0,1579091144,0
0,1579091744,0
0,1579092344,0
0,1579092944,0
0,1579093544,0
0,1579094144,0
0,1579094744,0
0,1579095344,0
0,1579095944,0
0,1579096544,0
0,1579097144,0
0,1579097744,0
0,1579098344,0
0,1579098944,0
0,1579099544,0
0,1579100144,0
0,1579100744,0
0,1579101347,0
0,1579101944,0
0,1579102544,1
0,1579103144,1
0,1579103744,1
0,1579104344,1
0,1579104944,1
0,1579105544,1
0,1579106144,1
0,1579106744,1
0,1579107344,1
0,1579107944,1
0,1579108544,1
0,1579109144,1
0,1579109744,1
0,1579110344,1
0,1579110944,1
0,1579111544,1
0,1579112144,1
0,1579112744,1
0,1579113130,0
0,1579113699,0
0,1579114299,0
0,1579114899,0
0,1579115499,0
0,1579116099,0
0,1579116699,0
0,1579117299,0
0,1579117899,0
0,1579118503,0
0,1579119102,0
0,1579119699,0
0,1579120299,0
0,1579120899,0
0,1579121499,0
0,1579122099,0
0,1579122699,0
0,1579123299,0
0,1579123899,0
0,1579124499,0
0,1579125099,0
0,1579125699,0
0,1579126299,0
0,1579126899,0
0,1579127499,0
0,1579128099,0
0,1579128699,0
0,1579129299,0
0,1579129899,0
0,1579130499,0
0,1579131099,0
0,1579131699,0
0,1579132299,0
0,1579132899,0
0,1579133499,0
0,1579134099,0
0,1579134699,0
0,1579135299,0
0,1579135899,0
0,1579136499,0
0,1579137099,0
0,1579137699,0
0,1579138299,0
0,1579138899,0
0,1579139499,0
0,1579140099,0
0,1579140699,0
0,1579141299,0
0,1579141899,0
0,1579142499,0
0,1579143099,0
0,1579143699,1
0,1579144299,1
0,1579144899,1
0,1579145499,1
0,1579146099,1
0,1579146699,1
0,1579147299,1
0,1579147899,1
0,1579148499,1
0,1579149099,1
0,1579149699,1
0,1579150299,1
0,1579150899,1
0,1579151499,1
0,1579152099,1
0,1579152699,1
0,1579153299,1
0,1579153899,1
0,1579154503,1
0,1579155099,1
0,1579155699,1
0,1579156299,1
0,1579156903,1
0,1579157499,1
0,1579158099,1
0,1579158699,1
0,1579159300,1
0,1579159899,0
0,1579160499,0
0,1579161100,0
0,1579161699,0
0,1579162299,0
0,1579162899,0
0,1579163499,0
0,1579164099,0
0,1579164699,0
0,1579165299,0
0,1579165899,0
0,1579166500,0
0,1579167099,0
0,1579167699,0
0,1579168299,0
0,1579168899,0
0,1579169499,0
0,1579170099,0
0,1579170699,0
0,1579171299,0
0,1579171899,0
0,1579172499,0
0,1579173099,0
0,1579173699,0
0,1579174299,0
0,1579174899,0
0,1579175499,0
0,1579176099,0
0,1579176699,0
0,1579177299,0
0,1579177899,0
0,1579178499,0
0,1579179099,0
0,1579179699,0
0,1579180299,0
0,1579180899,0
0,1579181499,0
0,1579182099,0
0,1579182699,0
0,1579183299,0
0,1579183768,0
0,1579184591,0
0,1579185189,0
0,1579185789,0
0,1579186389,0
0,1579186991,0
0,1579187590,0
0,1579187962,0
0,1579188189,0
0,1579188562,0
0,1579188789,1
0,1579189162,1
0,1579189389,1
0,1579189762,1
0,1579189989,1
0,1579190362,1
0,1579190589,1
0,1579190962,1
0,1579191189,1
0,1579191562,1
0,1579191789,1
0,1579192165,1
0,1579192389,1
0,1579192762,1
0,1579192989,1
0,1579193362,1
0,1579193589,1
0,1579193962,1
0,1579194189,1
0,1579194562,1
0,1579194789,1
0,1579195166,1
0,1579195389,1
0,1579195762,1
0,1579195994,1
0,1579196362,1
0,1579196589,1
0,1579196962,1
0,1579197189,1
0,1579197562,1
0,1579197793,1
0,1579198162,1
0,1579198389,1
0,1579198762,1
0,1579198989,1
0,1579199362,1
0,1579199589,1
0,1579199962,1
0,1579200189,1
0,1579200562,1
0,1579200789,1
0,1579201162,1
0,1579201389,1
0,1579201762,1
0,1579201993,1
0,1579202362,1
0,1579202589,1
0,1579202962,1
0,1579203189,1
0,1579203562,1
0,1579203789,1
0,1579204162,1
0,1579204389,1
0,1579204762,0
0,1579204989,0
0,1579205362,0
0,1579205589,0
0,1579205962,0
0,1579206189,0
0,1579206562,0
0,1579206789,0
0,1579207162,0
0,1579207389,0
0,1579207762,0
0,1579207989,0
0,1579208361,0
0,1579208589,0
0,1579208962,0
0,1579209195,0
0,1579209562,0
0,1579209789,0
0,1579210166,0
0,1579210389,0
0,1579210762,0
0,1579210989,0
0,1579211362,0
0,1579211589,0
0,1579211962,0
0,1579212189,0
0,1579212562,0
0,1579212789,0
0,1579213162,0
0,1579213389,0
0,1579213762,0
0,1579213989,0
0,1579214362,0
0,1579214589,0
0,1579214962,0
0,1579215189,0
0,1579215562,0
0,1579215789,0
0,1579216162,0
0,1579216389,0
0,1579216762,0
0,1579216989,0
0,1579217365,0
0,1579217589,0
0,1579217962,0
0,1579218189,0
0,1579218562,0
0,1579218789,0
0,1579219162,0
0,1579219389,0
0,1579219762,0
0,1579219989,0
0,1579220362,0
0,1579220589,0
0,1579220961,0
0,1579221189,0
0,1579221562,0
0,1579221790,0
0,1579222162,0
0,1579222389,0
0,1579222762,0
0,1579222989,0
0,1579223362,0
0,1579223589,0
0,1579223962,0
0,1579224189,0
0,1579224562,0
0,1579224789,0
0,1579225162,0
0,1579225389,0
0,1579225762,0
0,1579225989,0
0,1579226362,0
0,1579226589,0
0,1579226962,0
0,1579227189,0
0,1579227562,0
0,1579227789,0
0,1579228162,0
0,1579228394,0
0,1579228762,0
0,1579228989,0
0,1579229362,0
0,1579229589,0
0,1579229962,1
0,1579230189,1
0,1579230566,1
0,1579230789,1
0,1579231162,1
0,1579231389,1
0,1579231762,1
0,1579231989,1
0,1579232362,1
0,1579232589,1
0,1579232962,1
0,1579233189,1
0,1579233562,1
0,1579233790,1
0,1579234162,1
0,1579234389,1
0,1579234762,1
0,1579234989,1
0,1579235362,1
0,1579235589,1
0,1579235962,1
0,1579236189,1
0,1579236562,1
0,1579236789,1
0,1579237162,1
0,1579237394,1
0,1579237762,1
0,1579237989,1
0,1579238362,1
0,1579238589,1
0,1579238962,1
0,1579239189,1
0,1579239562,1
0,1579239789,1
0,1579240162,1
0,1579240394,1
0,1579240553,1
0,1579241154,1
0,1579241752,1
0,1579242352,1
0,1579242952,1
0,1579243551,1
0,1579244151,1
0,1579244751,1
0,1579245351,1
0,1579245951,0
0,1579246552,0
0,1579247156,0
0,1579247752,0
0,1579248352,0
0,1579248951,0
0,1579249552,0
0,1579250151,0
0,1579250752,0
0,1579251352,0
0,1579251951,0
0,1579252551,0
0,1579253151,0
0,1579253751,0
0,1579254351,0
0,1579254952,0
0,1579255552,0
0,1579256151,0
0,1579256751,0
0,1579257356,0
0,1579257951,0
0,1579258551,0
0,1579259152,0
0,1579259751,0
0,1579260352,0
0,1579260951,0
0,1579261551,0
0,1579262151,0
0,1579262751,0
0,1579263351,0
0,1579263951,0
0,1579264552,0
0,1579265152,0
0,1579265751,0
0,1579266351,0
0,1579266951,0
0,1579267552,0
0,1579267888,0
0,1579268488,0
0,1579269088,0
0,1579269691,0
0,1579270288,0
0,1579270888,0
0,1579271164,0
0,1579271764,0
0,1579271916,0
0,1579272515,0
0,1579273116,0
0,1579273716,0
0,1579274320,0
0,1579274916,0
0,1579275516,1
0,1579276115,1
0,1579276716,1
0,1579277316,1
0,1579277916,1
0,1579278516,1
0,1579279116,1
0,1579279716,1
0,1579280316,1
0,1579280916,1
0,1579281516,1
0,1579282115,1
0,1579282716,1
0,1579283315,1
0,1579283916,1
0,1579284519,1
0,1579285116,1
0,1579285716,1
0,1579286316,1
0,1579286916,1
0,1579287516,1
0,1579288116,1
0,1579288716,1
0,1579289315,1
0,1579289916,1
0,1579290516,1
0,1579291116,0
0,1579291716,0
0,1579292315,0
0,1579292916,0
0,1579293516,0
0,1579294116,0
0,1579294716,0
0,1579295317,0
0,1579295916,0
0,1579296392,0
0,1579296705,0
0,1579297310,0
0,1579297905,0
0,1579298505,0
0,1579299110,0
0,1579299705,0
0,1579300305,0
0,1579300905,0
0,1579301505,0
0,1579302105,0
0,1579302705,0
0,1579303305,0
0,1579303906,0
0,1579304505,0
0,1579305105,0
0,1579305710,0
0,1579306305,0
0,1579306905,0
0,1579307505,0
0,1579308105,0
0,1579308706,0
0,1579309305,0
0,1579309905,0
0,1579310505,0
0,1579311105,0
0,1579311705,0
0,1579312305,0
0,1579312905,0
0,1579313505,0
0,1579314110,0
0,1579314705,0
0,1579315305,0
0,1579315905,0
0,1579316505,0
0,1579317105,0
0,1579317705,0
0,1579318305,0
0,1579318905,0
0,1579319505,0
0,1579320105,0
0,1579320705,0
0,1579321306,0
0,1579321905,0
0,1579322505,0
0,1579323105,0
0,1579323705,1
0,1579324305,1
0,1579324905,1
0,1579325505,1
0,1579326105,1
0,1579326705,1
0,1579327305,1
0,1579327905,1
0,1579328505,1
0,1579329105,1
0,1579329705,1
0,1579330305,1
0,1579330905,1
0,1579331505,1
0,1579332105,0
0,1579332706,0
0,1579333305,0
0,1579333905,0
0,1579334505,0
0,1579335105,0
0,1579335705,0
0,1579336305,0
0,1579336905,0
0,1579337505,0
0,1579338105,0
0,1579338705,0
0,1579339305,0
0,1579339910,0
0,1579340505,0
0,1579340747,0
0,1579341346,0
0,1579341946,0
0,1579342547,0
0,1579343151,0
0,1579343747,0
0,1579344346,0
0,1579344946,0
0,1579345546,0
0,1579346152,0
0,1579346746,0
0,1579347346,0
0,1579347762,0
0,1579348358,0
0,1579348958,0
0,1579349558,0
0,1579350158,0
0,1579350758,0
0,1579351358,0
0,1579351958,0
0,1579352558,0
0,1579353158,0
0,1579353758,0
0,1579354359,0
0,1579354755,0
0,1579355354,0
0,1579355954,0
0,1579356554,0
0,1579357154,0
0,1579357754,0
0,1579358354,0
0,1579358954,0
0,1579359256,0
0,1579359856,0
0,1579360456,0
0,1579361056,0
0,1579361656,0
0,1579362008,1
0,1579362603,1
0,1579363203,1
0,1579363803,1
0,1579364403,1
0,1579365003,1
0,1579365603,1
0,1579366203,1
0,1579366803,1
0,1579367403,1
0,1579368004,1
0,1579368603,1
0,1579369203,1
0,1579369804,1
0,1579370403,1
0,1579371003,1
0,1579371603,1
0,1579372203,1
0,1579372803,1
0,1579373403,1
0,1579373731,1
0,1579374330,1
0,1579374930,1
0,1579375530,1
0,1579376132,1
0,1579376730,1
0,1579377330,1
0,1579377930,0
0,1579378531,0
0,1579379132,0
0,1579379730,0
0,1579380330,0
0,1579380930,0
0,1579381530,0
0,1579382130,0
0,1579382730,0
0,1579383330,0
0,1579383930,0
0,1579384530,0
0,1579385130,0
0,1579385730,0
0,1579386330,0
0,1579386935,0
0,1579387530,0
0,1579388130,0
0,1579388730,0
0,1579389330,0
0,1579389936,0
0,1579390530,0
0,1579391130,0
0,1579391730,0
0,1579392330,0
0,1579392930,0
0,1579393530,0
0,1579394130,0
0,1579394730,0
0,1579395330,0
0,1579395930,0
0,1579396530,0
0,1579397130,0
0,1579397730,0
0,1579398330,0
0,1579398930,0
0,1579399530,0
0,1579400130,0
0,1579400730,0
0,1579401330,0
0,1579401935,0
0,1579402530,0
0,1579403130,0
0,1579403730,0
0,1579404331,0
0,1579404930,0
0,1579405530,0
0,1579406130,0
0,1579406730,0
0,1579407331,0
0,1579407930,0
0,1579408531,0
0,1579409130,0
0,1579409730,0
0,1579410330,1
0,1579410930,1
0,1579411536,1
0,1579412130,1
0,1579412730,1
0,1579413331,1
0,1579413930,1
0,1579414530,1
0,1579415135,1
0,1579415730,1
0,1579415759,1
0,1579416359,1
0,1579416964,1
0,1579417559,1
0,1579418159,1
0,1579418759,0
0,1579419364,0
0,1579419960,0
0,1579420564,0
0,1579421159,0
0,1579421759,0
0,1579422364,0
0,1579422959,0
0,1579423559,0
0,1579424159,0
0,1579424759,0
0,1579425359,0
0,1579425959,0
0,1579426559,0
0,1579427159,0
0,1579427759,0
0,1579428359,0
0,1579428959,0
0,1579429559,0
0,1579430159,0
0,1579430759,0
0,1579431359,0
0,1579431959,0
0,1579432559,0
0,1579433159,0
0,1579433759,0
0,1579434359,0
0,1579434959,0
0,1579435559,0
0,1579436159,0
0,1579436759,0
0,1579437359,0
0,1579437959,0
0,1579438559,0
0,1579439159,0
0,1579439759,0
0,1579440364,0
0,1579440959,0
0,1579441559,0
0,1579442159,0
0,1579442759,0
0,1579443359,0
0,1579443959,0
0,1579444559,0
0,1579445159,0
0,1579445759,0
0,1579446359,0
0,1579446959,0
0,1579447559,0
0,1579448159,1
0,1579448764,1
0,1579449359,1
0,1579449959,1
0,1579450559,1
0,1579451159,1
0,1579451759,1
0,1579452359,1
0,1579452959,1
0,1579453559,1
0,1579454160,1
0,1579454759,1
0,1579455359,1
0,1579455959,1
0,1579456559,1
0,1579457163,1
0,1579457759,1
0,1579458359,1
0,1579458959,1
0,1579459559,1
0,1579460159,0
0,1579460759,0
0,1579461364,0
0,1579461959,0
0,1579462559,0
0,1579463159,0
0,1579463759,0
0,1579464359,0
0,1579464959,0
0,1579465559,0
0,1579466159,0
0,1579466759,0
0,1579467359,0
0,1579467959,0
0,1579468559,0
0,1579469164,0
0,1579469764,0
0,1579470359,0
0,1579470959,0
0,1579471559,0
0,1579472159,0
0,1579472759,0
0,1579473359,0
0,1579473959,0
0,1579474559,0
0,1579475159,0
0,1579475759,0
0,1579476359,0
0,1579476959,0
0,1579477559,0
0,1579478159,0
0,1579478759,0
0,1579479364,0
0,1579479960,0
0,1579480559,0
0,1579481159,0
0,1579481759,0
0,1579482359,0
0,1579482959,0
0,1579483559,0
0,1579484164,0
0,1579484759,0
0,1579485359,0
0,1579485959,0
0,1579486559,0
0,1579487159,0
0,1579487759,0
0,1579488364,0
0,1579488959,0
0,1579489564,1
0,1579490159,1
0,1579490759,1
0,1579491359,1
0,1579491959,1
0,1579492559,1
0,1579493159,1
0,1579493759,1
0,1579494359,1
0,1579494959,1
0,1579495559,1
0,1579496161,1
0,1579496759,1
0,1579497364,1
0,1579497959,1
0,1579498559,1
0,1579499159,1
0,1579499759,1
0,1579500359,1
0,1579500964,1
0,1579501559,1
0,1579502159,1
0,1579502759,1
0,1579503359,1
0,1579503959,1
0,1579504559,1
0,1579505160,0
0,1579505760,0
0,1579506359,0
0,1579506959,0
0,1579507393,0
0,1579507990,0
0,1579508590,0
0,1579509190,0
0,1579509790,0
0,1579510390,0
0,1579510990,0
0,1579511590,0
0,1579512190,0
0,1579512790,0
0,1579513390,0
0,1579513990,0
0,1579514590,0
0,1579515190,0
0,1579515790,0
0,1579516390,0
0,1579516990,0
0,1579517590,0
0,1579518190,0
0,1579518790,0
0,1579519390,0
0,1579519990,0
0,1579520590,0
0,1579521190,0
0,1579521790,0
0,1579522390,0
0,1579522990,0
0,1579523590,0
0,1579524190,0
0,1579524790,0
0,1579525390,0
0,1579525990,0
0,1579526590,0
0,1579527190,0
0,1579527790,0
0,1579528390,0
0,1579528991,0
0,1579529590,0
0,1579530190,0
0,1579530790,0
0,1579531390,0
0,1579531990,0
0,1579532590,0
0,1579533190,0
0,1579533790,0
0,1579534390,0
0,1579534990,1
0,1579535590,1
0,1579536190,1
0,1579536790,1
0,1579537390,1
0,1579537990,1
0,1579538590,1
0,1579539190,1
0,1579539790,1
0,1579540390,1
0,1579540990,1
0,1579541590,1
0,1579542190,1
0,1579542790,1
0,1579543390,1
0,1579543990,1
